term,subject,course_number,crn,title,restrictions
202611,HMGT,446,57423,INFO & COMM TECH IN HMGT,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Hosp Hotel Mgmt Tourism, Recreation, Park & Tourism Sc"
202611,IBUS,455,56149,ASIAN BUSINESS ENVIRON,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm"
202611,IBUS,456,60009,EUROPEAN INTEGRATION BUS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm"
202611,IBUS,459,59751,LATIN AMERICAN MARKETS: CRI,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Programs: BBA ACCT, BBA FINC, BBA INFO-Mgmt Information Syst, BBA INFO-Supply Chain Mgmt, BBA MGMT, BBA MGMT-Consulting/Gen Mgmt, BBA MGMT-Entrepr & Sm Business, BBA MGMT-Human Res Mgmt, BBA MGMT-Pre-Law, BBA MKTG, BS AGBU [Agr & Life Science], BS AGBU [Mays Business School], UG Reciprocal Exchange Pgm | Must be assigned one of the following Student Attributes: STAB"
202611,IDIS,489,60309,SPTP: ID ABROAD: FRA,Must be assigned one of the following Student Attributes: STAB
202611,INTA,445,57952,WOMEN & INTERNATIONAL AFFAIRS,Must be enrolled in one of the following Departments: International Affairs
202611,INTA,494,58270,INTER-AMERICAN AFFAIRS,Must be enrolled in one of the following Departments: International Affairs
202611,ISEN,405,26584,FACILITIES DESIGN AND MTL HAND,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISEN,414,52402,TOTAL QUALITY ENGR,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISEN,425,53795,DGN & ANALY IND SYSTEM,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISEN,432,55707,HUMAN FACTORS ENGR AERO DESIGN,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Industrial Engineering"
202611,ISEN,433,54394,BIOMECHANICS OF WORK,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISEN,440,47054,SYSTEMS THINKING,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISEN,453,45910,MANUFACTURING OPERATIONS,Must be enrolled in one of the following Majors: Industrial Engineering
202611,ISTM,313,37754,FOUND DATA ANALYTICS NON-MIS,May not be enrolled in one of the following Majors: Management Information Systems
202611,ISTM,360,41721,APPLIED PREDICTIVE ANALYTICS,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,ISTM,455,37756,CYBERSECURITY MANAGEMENT,"Must be enrolled in one of the following Majors: Business Honors, Management Information Systems"
202611,ISTM,635,30637,BUS INFORMATION SECURITY,"May not be enrolled as the following Classifications: G6-Postbaccalaureate NonDegree | Must be enrolled in one of the following Programs: BBA ACCT-YR5 MS Prof Program, MBA [BA], MBA [BA] Non-Thesis,No Final, MBA [BA] Non-thesis option, MRE [BA], MRE [BA] Non-Thesis,No Final, MRE [BA] Non-thesis option, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program, MS [BA] Thesis option"
202611,ISTM,643,30643,CORP INFO PLAN,"May not be enrolled as the following Classifications: G6-Postbaccalaureate NonDegree | Must be enrolled in one of the following Programs: BBA ACCT-YR5 MS Prof Program, MBA [BA], MBA [BA] Non-Thesis,No Final, MBA [BA] Non-thesis option, MRE [BA], MRE [BA] Non-Thesis,No Final, MRE [BA] Non-thesis option, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program, MS [BA] Thesis option"
202611,ISTM,655,37757,SEC MGMT & COMPLIANCE,"May not be enrolled as the following Classifications: G6-Postbaccalaureate NonDegree | Must be enrolled in one of the following Programs: BBA ACCT-YR5 MS Prof Program, MBA [BA], MBA [BA] Non-Thesis,No Final, MBA [BA] Non-thesis option, MRE [BA], MRE [BA] Non-Thesis,No Final, MRE [BA] Non-thesis option, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program, MS [BA] Thesis option"
202611,ISTM,660,41727,APPLIED PREDICTIVE ANALYTICS,"May not be enrolled as the following Classifications: G6-Postbaccalaureate NonDegree | Must be enrolled in one of the following Programs: BBA ACCT-YR5 MS Prof Program, MBA [BA], MBA [BA] Non-Thesis,No Final, MBA [BA] Non-thesis option, MRE [BA], MRE [BA] Non-Thesis,No Final, MRE [BA] Non-thesis option, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program, MS [BA] Thesis option | May not be enrolled in one of the following Majors: Finance"
202611,ISTM,665,53677,CLOUD COMPUTING TECHNOLOGIES,"May not be enrolled as the following Classifications: G6-Postbaccalaureate NonDegree | Must be enrolled in one of the following Programs: BBA ACCT-YR5 MS Prof Program, MBA [BA], MBA [BA] Non-Thesis,No Final, MBA [BA] Non-thesis option, MRE [BA], MRE [BA] Non-Thesis,No Final, MRE [BA] Non-thesis option, MS [BA], MS [BA] Non-Thesis,No Final, MS [BA] Non-thesis option, MS [BA] Professional Program, MS [BA] Thesis option"
202611,ITSV,274,50053,FOUNDATIONS OF NETWORKING,"Must be enrolled in one of the following Fields of Study Info Tech Service Mgmt, Technology Management"
202611,ITSV,316,50089,DBASE SYS ADMIN & APPL,"Must be enrolled in one of the following Fields of Study Info Tech Service Mgmt, Technology Management"
202611,KINE,325,54447,ADMIN & ATHLETIC OPERATIONS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,KINE,335,41139,COACHING GROUP FITNESS,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,KINE,353,54448,COACHING OF SOFTBALL,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,KINE,355,11364,COACHING OF TRACK,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours"
202611,LAND,112,26340,LAND ARCH COMMUNICATN II,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,212,26342,LANDSCAPE DESIGN II,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,232,26344,LAND CONSTRUCTION II,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,241,38660,HIST &DEV LAND ARCH IN AMERICA,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,312,26346,LANDSCAPE DESIGN IV,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,331,11378,LAND CONSTRUCTION III,Must be enrolled in one of the following Fields of Study Landscape Architecture
202611,LAND,412,26348,LANDSCAPE DESIGN VI,Must be enrolled in one of the following Majors: Landscape Architecture
202611,LAND,431,32897,PROFESSIONAL PRACTICE,Must be enrolled in one of the following Majors: Landscape Architecture
202611,MATH,442,39874,MATH MODELING,"Must be enrolled in one of the following Classifications: Senior 90+ Hours | Must be enrolled in one of the following Majors: Applied Mathematical Sciences, Applied Mathematics, Mathematics, University Studies"
202611,MEEN,410,11573,INTERNAL COMB ENGINES,"Must be enrolled in one of the following Departments: Mechanical Engineering | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202611,MEEN,431,11577,ADV SYST DYNAMIC & CNTRL,"Must be enrolled in one of the following Departments: Mechanical Engineering | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad"
202611,MEEN,436,17774,PRIN HEAT VENT & A/C,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Majors: Architectural Engineering, Interdisciplinary Engineering, Mechanical Engineering"
202611,MEEN,477,43684,AIR POLLUTION ENGINEERIN,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,MGMT,209,59080,PRIN OF BUSN REGULATIONS & LAW,"Must be enrolled in one of the following Levels: Undergraduate | May not be enrolled as the following Classifications: Freshman 0-29 Hours | Must be enrolled in one of the following Majors: Construction Science, Construction Science (Lower)"
202611,MGMT,289,59561,SPTP: MANAGEMENT STRATEGY,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | May not be enrolled in one of the following Majors: Accounting, Agribusiness (Lower), Agribusiness, Business Honors, Business Administration, Business, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MGMT,425,54361,HUMAN RES SELECTION,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MGMT,464,21087,POLITICAL ENVIR OF BUSI,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MGMT,476,59864,ENTREPRENEURSHIP PRACTICE,"Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Accounting, Business Honors, Business Administration, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MGMT,478,54097,SOCIAL ENTREPRENEURSHIP,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Classifications: Sophomore 30-59 Hours, Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Majors: Accounting, Agribusiness, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MGMT,485,56730,DIRECTED STUDIES,"Must be enrolled in one of the following Levels: Undergraduate | Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MKTG,337,45805,SELLING FINC PRODUCTS & SERVIC,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MKTG,425,43786,RETAIL MERCHANDISING,"Must be enrolled in one of the following Majors: Business Honors, Marketing"
202611,MKTG,436,46905,SALES LEADERSHIP,"Must be enrolled in one of the following Programs: BBA MKTG-Prof Sell &Sales Mgmt | Must be enrolled in one of the following Majors: Business Honors, Marketing"
202611,MKTG,440,53862,SERVICES MARKETING,"Must be enrolled in one of the following Majors: Accounting, Business Honors, Finance, Management, Management Information Systems, Marketing, Supply Chain Management"
202611,MKTG,444,47662,HLTH TECH IMPRV CUST CARE,"Must be enrolled in one of the following Majors: Business Honors, Marketing"
202611,MKTG,489,58779,SPTP: CUSTOMER EXP MANAGEMENT,"Must be enrolled in one of the following Majors: Business Honors, Marketing"
202611,MMET,313,24141,IND WELDING PROCESSES,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours, Postbaccalaureate Undergrad | Must be enrolled in one of the following Majors: Manufacturing & Mech Engr Tech"
202611,MSTC,489,58267,SPTP: MUSICAL INSTRUMENT CONS,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,MUSC,315,58177,MUSIC HISTORY III,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,MUSC,330,53297,MUSIC PERFORMANCE PROJECT,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | May not be enrolled in one of the following Fields of Study Music"
202611,MUSC,441,58125,MUSIC PERFORMANCE CAPSTONE,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours"
202611,NRSC,444,44085,NEURAL DEVELOPMENT,Must be enrolled in one of the following Fields of Study Neuroscience
202611,NUTR,407,40942,NUTRITION CARE & THERAPY,"Must be enrolled in one of the following Classifications: Junior 60-89 Hours, Senior 90+ Hours | Must be enrolled in one of the following Programs: BS NUSC-Didactic Program, BS NUTR-Didactic Program | Must be enrolled in one of the following Majors: Nutritional Sciences, Nutrition"
202611,NUTR,408,54171,PROF DEV NUTR & DIET,Must be enrolled in one of the following Programs: BS NUTR-Didactic Program
202611,OCEN,265,34677,INTRO TO GEOTECH ENGR,May not be enrolled in one of the following Concentrations: GV
202611,OCEN,300,11716,O E WAVE MECHANICS,May not be enrolled in one of the following Concentrations: GV
202611,OCEN,362,12648,HYDROMECHANICS,May not be enrolled in one of the following Concentrations: GV
202611,OCEN,407,30287,DESIGN OF OCEN FACILITIES II,May not be enrolled in one of the following Concentrations: GV
